Hour,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,155.0,155.0,304.52500000000003,304.52500000000003,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,304.52500000000003,304.52500000000003,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,350.0,0.0,0.0,0.0,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,304.52500000000003,304.52500000000003,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,350.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,155.0,155.0,310.225,310.225,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,244.91666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,310.225,310.225,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,244.91666666666666,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,310.225,310.225,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,244.91666666666666
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,155.0,155.0,314.5,314.5,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,150.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,314.5,314.5,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,150.86666666666667,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,314.5,314.5,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,150.86666666666667
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,155.0,155.0,315.925,315.925,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.55,155.0,315.925,315.925,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,140.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,315.925,315.925,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,140.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,155.0,155.0,315.925,315.925,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,93.55,315.925,315.925,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,140.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,315.925,315.925,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,140.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,155.0,155.0,314.5,314.5,50.0,50.0,50.0,50.0,50.0,50.0,0.0,155.0,155.0,150.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,314.5,314.5,50.0,50.0,50.0,0.0,50.0,50.0,50.0,155.0,155.0,150.86666666666667,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,314.5,314.5,0.0,50.0,50.0,50.0,50.0,50.0,50.0,155.0,155.0,150.86666666666667
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,142.80833333333334,142.80833333333334,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,65.7,142.80833333333334,142.80833333333334,350.0,0.0,0.0,0.0,15.2,0.0,0.0,15.2,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.80833333333334,142.80833333333334,400.0,400.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,142.80833333333334,142.80833333333334,350.0,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.80833333333334,142.80833333333334,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,142.80833333333334,142.80833333333334,350.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,7.199999504785563e-07,0.0,0.0,0.0,76.0,88.15454545454543,88.15454545454543,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,76.0,88.15454545454543,88.15454545454543,350.0,0.0,0.0,76.0,76.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,88.15454545454543,400.0,400.0,50.0,50.0,50.0,76.0,50.0,50.0,50.0,88.15454545454543,88.15454545454543,350.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,63.89999928,0.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.15454545454543,88.15454545454543,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,88.15454545454543,88.15454545454543,350.0
9,0.0,0.0,0.0,180.0,180.0,180.0,0.0,7.75,0.0,0.0,0.0,0.0,76.0,87.3125,87.3125,400.0,400.0,50.0,50.0,50.0,50.0,50.0,50.0,76.0,87.3125,87.3125,350.0,0.0,0.0,76.0,76.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,197.0,180.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3125,87.3125,400.0,400.0,50.0,50.0,50.0,76.0,50.0,50.0,50.0,87.3125,87.3125,350.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.0,76.0,0.0,100.0,0.0,197.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3125,87.3125,400.0,400.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,87.3125,87.3125,350.0
